dataset_id,score_function,feature_extractor,alignment,id_m,id_p,side_m,side_p,finger_m,finger_p,trial_m,trial_p,camera_m,camera_p,score
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,index,index,5,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,index,index,5,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,index,index,5,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,index,index,5,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,index,index,5,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,index,index,5,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,index,index,5,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,5,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,5,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,5,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,5,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,5,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,5,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,5,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,5,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,1,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,1,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,1,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,1,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,1,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,1,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,1,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,1,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,2,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,2,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,2,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,2,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,2,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,2,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,2,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,2,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,3,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,3,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,3,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,3,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,3,4,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,3,4,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,3,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,3,5,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,4,1,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,4,1,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,4,2,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,4,2,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,4,3,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,4,3,2,2,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,4,5,1,1,
i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,right,right,index,index,4,5,2,2,
